Number of devices,Interaction,Signals,Successful rate
1,214.0,429.0,86.904762
2,346.0,382.0,100.0
3,518.0,564.0,100.0
4,686.0,738.0,100.0
5,857.0,918.0,100.0
6,1028.0,1098.0,100.0
7,1198.0,1277.0,100.0
