Number of devices,Interaction,Signals,Successful rate
2,222.0,1070.0,69.345238
3,346.0,1658.0,67.857143
4,460.0,2220.0,67.559524
5,570.0,2730.0,68.214286
6,678.0,3270.0,68.154762
