Number of devices,Interaction,Signals,Successful rate
2,230.0,1102.0,68.452381
3,340.0,1628.0,68.650794
4,460.0,2204.0,67.857143
5,608.0,2840.0,67.142857
6,694.0,3302.0,67.956349
