Number of devices,Interaction,Signals,Successful rate
2,218.0,1050.0,69.940476
3,335.0,1615.0,68.650794
4,456.0,2200.0,67.857143
5,567.0,2695.0,68.571429
6,710.0,3334.0,67.757937
