Number of devices,Interaction,Signals,Successful rate
2,232.0,1112.0,68.154762
3,361.0,1721.0,66.865079
4,462.0,2198.0,68.154762
5,561.0,2665.0,69.166667
6,690.0,3258.0,68.452381
