Number of devices,Interaction,Signals,Successful rate
2,228.0,1108.0,67.857143
3,330.0,1602.0,68.849206
4,426.0,2050.0,70.238095
5,547.0,2635.0,69.285714
6,672.0,3216.0,68.75
