Number of devices,Interaction,Signals,Successful rate
1,212.0,418.0,87.5
2,347.0,383.0,100.0
3,519.0,565.0,100.0
4,686.0,738.0,100.0
5,857.0,918.0,100.0
6,1027.0,1097.0,100.0
7,1199.0,1286.0,100.0
