Number of devices,Interaction,Signals,Successful rate
1,239.0,562.0,80.357143
2,346.0,382.0,100.0
3,519.0,573.0,100.0
4,685.0,737.0,100.0
5,855.0,916.0,100.0
6,1025.0,1095.0,100.0
7,1198.0,1285.0,100.0
