Number of devices,Interaction,Signals,Successful rate
2,226.0,1090.0,68.75
3,341.0,1645.0,68.055556
4,440.0,2120.0,69.196429
5,574.0,2750.0,68.095238
6,690.0,3330.0,67.559524
