Number of devices,Interaction,Signals,Successful rate
1,258.0,671.0,73.809524
2,348.0,394.0,100.0
3,519.0,565.0,100.0
4,685.0,729.0,100.0
5,857.0,918.0,100.0
6,1028.0,1098.0,100.0
7,1198.0,1277.0,100.0
