Number of devices,Interaction,Signals,Successful rate
1,248.0,616.0,76.785714
2,346.0,382.0,100.0
3,519.0,565.0,100.0
4,686.0,738.0,100.0
5,857.0,918.0,100.0
6,1028.0,1098.0,100.0
7,1200.0,1287.0,100.0
