Number of devices,Interaction,Signals,Successful rate
1,256.0,660.0,74.404762
2,352.0,408.0,100.0
3,518.0,564.0,100.0
4,683.0,727.0,100.0
5,857.0,918.0,100.0
6,1028.0,1098.0,100.0
7,1199.0,1278.0,100.0
