Number of devices,Interaction,Signals,Successful rate
2,224.0,1080.0,69.047619
3,315.0,1515.0,70.833333
4,434.0,2106.0,69.196429
5,574.0,2750.0,67.97619
6,690.0,3306.0,67.857143
