Number of devices,Interaction,Signals,Successful rate
2,250.0,1194.0,65.77381
3,361.0,1745.0,66.269841
4,480.0,2320.0,66.220238
5,595.0,2875.0,66.428571
6,714.0,3450.0,66.369048
