Number of devices,Interaction,Signals,Successful rate
2,212.0,1020.0,70.833333
3,307.0,1475.0,71.626984
4,432.0,2080.0,69.791667
5,560.0,2680.0,68.809524
6,710.0,3334.0,67.757937
