Number of devices,Interaction,Signals,Successful rate
1,264.0,704.0,72.02381
2,349.0,395.0,100.0
3,517.0,563.0,100.0
4,686.0,738.0,100.0
5,857.0,918.0,100.0
6,1028.0,1098.0,100.0
7,1198.0,1277.0,100.0
