Number of devices,Interaction,Signals,Successful rate
1,241.0,573.0,79.761905
2,349.0,395.0,100.0
3,517.0,563.0,100.0
4,685.0,729.0,100.0
5,857.0,918.0,100.0
6,1027.0,1097.0,100.0
7,1198.0,1277.0,100.0
