Number of devices,Interaction,Signals,Successful rate
2,230.0,1110.0,67.857143
3,355.0,1691.0,67.261905
4,452.0,2180.0,68.303571
5,564.0,2740.0,67.857143
6,710.0,3358.0,67.361111
