Number of devices,Interaction,Signals,Successful rate
2,240.0,1152.0,66.666667
3,360.0,1728.0,66.468254
4,482.0,2282.0,66.815476
5,602.0,2850.0,66.785714
6,722.0,3370.0,67.460317
