Number of devices,Interaction,Signals,Successful rate
2,228.0,1092.0,69.047619
3,352.0,1688.0,67.460317
4,470.0,2254.0,67.410714
5,579.0,2795.0,67.380952
6,700.0,3356.0,67.361111
