Number of devices,Interaction,Signals,Successful rate
2,240.0,1168.0,66.071429
3,371.0,1771.0,65.674603
4,472.0,2280.0,66.815476
5,587.0,2835.0,66.904762
6,738.0,3474.0,66.369048
