Number of devices,Interaction,Signals,Successful rate
1,196.0,330.0,92.261905
2,346.0,382.0,100.0
3,518.0,564.0,100.0
4,686.0,738.0,100.0
5,856.0,917.0,100.0
6,1027.0,1097.0,100.0
7,1199.0,1286.0,100.0
