Number of devices,Interaction,Signals,Successful rate
2,246.0,1182.0,66.071429
3,349.0,1685.0,67.460317
4,482.0,2282.0,66.964286
5,583.0,2815.0,67.142857
6,698.0,3370.0,67.162698
