Number of devices,Interaction,Signals,Successful rate
2,230.0,1110.0,68.154762
3,357.0,1701.0,67.261905
4,482.0,2282.0,66.964286
5,590.0,2830.0,67.02381
6,692.0,3340.0,67.460317
