Number of devices,Interaction,Signals,Successful rate
2,222.0,1070.0,69.345238
3,319.0,1535.0,70.436508
4,442.0,2130.0,69.047619
5,578.0,2730.0,68.333333
6,684.0,3300.0,67.857143
