Number of devices,Interaction,Signals,Successful rate
2,234.0,1138.0,66.964286
3,361.0,1721.0,66.666667
4,484.0,2292.0,66.666667
5,598.0,2830.0,67.02381
6,700.0,3380.0,67.063492
