Number of devices,Interaction,Signals,Successful rate
1,174.0,209.0,98.809524
2,346.0,382.0,100.0
3,515.0,558.0,100.0
4,686.0,738.0,100.0
5,857.0,918.0,100.0
6,1028.0,1098.0,100.0
7,1200.0,1287.0,100.0
