Number of devices,Interaction,Signals,Successful rate
1,204.0,374.0,89.880952
2,347.0,383.0,100.0
3,519.0,565.0,100.0
4,685.0,729.0,100.0
5,857.0,918.0,100.0
6,1028.0,1098.0,100.0
7,1199.0,1278.0,100.0
