Number of devices,Interaction,Signals,Successful rate
2,236.0,1140.0,67.261905
3,351.0,1695.0,67.261905
4,462.0,2214.0,67.857143
5,571.0,2715.0,68.452381
6,680.0,3280.0,68.055556
