Number of devices,Interaction,Signals,Successful rate
2,238.0,1150.0,66.666667
3,357.0,1725.0,66.666667
4,494.0,2342.0,66.071429
5,626.0,2930.0,66.071429
6,730.0,3434.0,66.765873
