Number of devices,Interaction,Signals,Successful rate
2,238.0,1150.0,66.964286
3,362.0,1714.0,67.063492
4,490.0,2290.0,66.964286
5,595.0,2795.0,67.619048
6,688.0,3272.0,68.253968
