Number of devices,Interaction,Signals,Successful rate
2,244.0,1180.0,66.071429
3,357.0,1701.0,67.261905
4,456.0,2168.0,68.60119
5,584.0,2760.0,67.97619
6,700.0,3332.0,67.65873
