Number of devices,Interaction,Signals,Successful rate
1,250.0,627.0,76.190476
2,346.0,382.0,100.0
3,518.0,564.0,100.0
4,686.0,738.0,100.0
5,856.0,917.0,100.0
6,1028.0,1098.0,100.0
7,1200.0,1287.0,100.0
