Number of devices,Interaction,Signals,Successful rate
1,248.0,616.0,76.785714
2,350.0,396.0,100.0
3,518.0,564.0,100.0
4,686.0,738.0,100.0
5,857.0,918.0,100.0
6,1029.0,1107.0,100.0
7,1200.0,1287.0,100.0
