Number of devices,Interaction,Signals,Successful rate
1,200.0,352.0,91.071429
2,346.0,382.0,100.0
3,514.0,549.0,100.0
4,686.0,738.0,100.0
5,856.0,917.0,100.0
6,1027.0,1097.0,100.0
7,1199.0,1286.0,100.0
