Number of devices,Interaction,Signals,Successful rate
1,243.0,584.0,79.166667
2,347.0,383.0,100.0
3,516.0,562.0,100.0
4,686.0,738.0,100.0
5,856.0,917.0,100.0
6,1027.0,1097.0,100.0
7,1199.0,1286.0,100.0
