Number of devices,Interaction,Signals,Successful rate
1,224.0,484.0,83.928571
2,347.0,383.0,100.0
3,519.0,573.0,100.0
4,686.0,738.0,100.0
5,857.0,918.0,100.0
6,1029.0,1107.0,100.0
7,1200.0,1287.0,100.0
