Number of devices,Interaction,Signals,Successful rate
2,242.0,1170.0,66.071429
3,363.0,1755.0,66.071429
4,466.0,2250.0,67.261905
5,572.0,2740.0,68.095238
6,688.0,3296.0,68.055556
