Number of devices,Interaction,Signals,Successful rate
2,218.0,1058.0,69.345238
3,341.0,1645.0,68.253968
4,432.0,2080.0,69.791667
5,552.0,2680.0,68.571429
6,658.0,3170.0,69.246032
