Number of devices,Interaction,Signals,Successful rate
1,204.0,374.0,89.880952
2,345.0,381.0,100.0
3,512.0,547.0,100.0
4,684.0,736.0,100.0
5,855.0,916.0,100.0
6,1026.0,1096.0,100.0
7,1197.0,1276.0,100.0
