Number of devices,Interaction,Signals,Successful rate
1,248.0,616.0,76.785714
2,349.0,395.0,100.0
3,518.0,564.0,100.0
4,685.0,729.0,100.0
5,856.0,917.0,100.0
6,1027.0,1097.0,100.0
7,1198.0,1277.0,100.0
