Number of devices,Interaction,Signals,Successful rate
2,188.0,908.0,73.809524
3,285.0,1365.0,73.809524
4,396.0,1916.0,72.02381
5,518.0,2510.0,70.714286
6,630.0,3030.0,70.634921
