Number of devices,Interaction,Signals,Successful rate
2,230.0,1102.0,68.452381
3,319.0,1535.0,70.436508
4,422.0,2030.0,70.535714
5,547.0,2635.0,69.285714
6,682.0,3266.0,68.253968
