Number of devices,Interaction,Signals,Successful rate
1,233.0,529.0,82.142857
2,349.0,395.0,100.0
3,518.0,564.0,100.0
4,685.0,729.0,100.0
5,857.0,918.0,100.0
6,1029.0,1107.0,100.0
7,1199.0,1286.0,100.0
