Number of devices,Interaction,Signals,Successful rate
2,250.0,1202.0,65.47619
3,353.0,1705.0,67.063492
4,470.0,2238.0,67.559524
5,593.0,2825.0,67.142857
6,706.0,3362.0,67.361111
