Number of devices,Interaction,Signals,Successful rate
2,200.0,968.0,72.02381
3,336.0,1608.0,69.047619
4,428.0,2060.0,70.089286
5,548.0,2620.0,69.642857
6,676.0,3236.0,68.650794
