Number of devices,Interaction,Signals,Successful rate
2,234.0,1130.0,67.261905
3,341.0,1645.0,68.055556
4,438.0,2110.0,69.345238
5,529.0,2545.0,70.357143
6,656.0,3160.0,69.246032
