Number of devices,Interaction,Signals,Successful rate
1,236.0,550.0,80.357143
2,347.0,383.0,100.0
3,514.0,549.0,100.0
4,686.0,738.0,100.0
5,856.0,917.0,100.0
6,1028.0,1106.0,100.0
7,1199.0,1286.0,100.0
