Number of devices,Interaction,Signals,Successful rate
2,224.0,1080.0,69.047619
3,353.0,1681.0,67.65873
4,458.0,2178.0,68.452381
5,580.0,2780.0,67.738095
6,718.0,3374.0,67.361111
