Number of devices,Interaction,Signals,Successful rate
2,206.0,990.0,71.72619
3,339.0,1635.0,68.452381
4,442.0,2130.0,69.047619
5,568.0,2720.0,68.333333
6,662.0,3166.0,69.345238
