Number of devices,Interaction,Signals,Successful rate
2,248.0,1184.0,66.071429
3,354.0,1698.0,67.261905
4,458.0,2178.0,68.452381
5,578.0,2730.0,68.333333
6,682.0,3290.0,67.956349
