Number of devices,Interaction,Signals,Successful rate
1,264.0,704.0,72.02381
2,349.0,395.0,100.0
3,518.0,564.0,100.0
4,685.0,729.0,100.0
5,857.0,918.0,100.0
6,1028.0,1098.0,100.0
7,1199.0,1278.0,100.0
