Number of devices,Interaction,Signals,Successful rate
2,224.0,1080.0,69.047619
3,325.0,1565.0,69.84127
4,450.0,2154.0,68.60119
5,554.0,2690.0,68.452381
6,656.0,3160.0,69.246032
