Number of devices,Interaction,Signals,Successful rate
1,204.0,374.0,89.880952
2,345.0,381.0,100.0
3,517.0,563.0,100.0
4,684.0,728.0,100.0
5,856.0,917.0,100.0
6,1026.0,1096.0,100.0
7,1198.0,1285.0,100.0
