Number of devices,Interaction,Signals,Successful rate
2,222.0,1070.0,69.345238
3,345.0,1665.0,67.857143
4,450.0,2170.0,68.452381
5,569.0,2745.0,67.97619
6,700.0,3332.0,67.65873
