Number of devices,Interaction,Signals,Successful rate
2,226.0,1098.0,68.154762
3,330.0,1602.0,68.849206
4,454.0,2174.0,68.452381
5,582.0,2790.0,67.5
6,690.0,3306.0,67.956349
