Number of devices,Interaction,Signals,Successful rate
1,271.0,679.0,72.02381
2,566.0,1478.0,68.154762
3,857.0,2257.0,67.261905
4,1140.0,2996.0,67.410714
5,1401.0,3625.0,68.809524
6,1684.0,4364.0,68.650794
