Number of devices,Interaction,Signals,Successful rate
1,281.0,729.0,69.047619
2,564.0,1468.0,68.452381
3,851.0,2227.0,67.857143
4,1128.0,2936.0,68.303571
5,1407.0,3655.0,68.452381
6,1694.0,4414.0,68.154762
