Number of devices,Interaction,Signals,Successful rate
1,104.0,520.0,70.833333
2,208.0,1040.0,70.535714
3,330.0,1650.0,68.849206
4,446.0,2230.0,68.303571
5,562.0,2810.0,68.095238
6,678.0,3390.0,67.857143
7,782.0,3910.0,68.282313
