Number of devices,Interaction,Signals,Successful rate
1,269.0,669.0,72.619048
2,534.0,1318.0,72.916667
3,799.0,1967.0,73.015873
4,1092.0,2756.0,70.982143
5,1373.0,3485.0,70.47619
6,1652.0,4204.0,70.238095
