Number of devices,Interaction,Signals,Successful rate
1,90.0,450.0,75.0
2,222.0,1110.0,68.452381
3,318.0,1590.0,70.039683
4,438.0,2190.0,68.89881
5,542.0,2710.0,69.285714
6,664.0,3320.0,68.551587
7,764.0,3820.0,69.047619
