Number of devices,Interaction,Signals,Successful rate
1,285.0,749.0,67.857143
2,562.0,1458.0,68.75
3,843.0,2187.0,68.650794
4,1108.0,2836.0,69.791667
5,1397.0,3605.0,69.047619
6,1684.0,4364.0,68.650794
