Number of devices,Interaction,Signals,Successful rate
1,102.0,510.0,71.428571
2,222.0,1110.0,68.452381
3,340.0,1700.0,67.857143
4,442.0,2210.0,68.60119
5,562.0,2810.0,68.095238
6,660.0,3300.0,68.75
7,776.0,3880.0,68.537415
