Number of devices,Interaction,Signals,Successful rate
1,265.0,649.0,73.809524
2,532.0,1308.0,73.214286
3,795.0,1947.0,73.412698
4,1068.0,2636.0,72.767857
5,1339.0,3315.0,72.5
6,1604.0,3964.0,72.619048
